#       Ef[,Ry] T [K],         N,     DOS(Ef),       S,     s/t,       R_H,  kappa0, c,   chi
-0.07108,1200,1.02343886,75.16076,3.7512E-05,2.23054E+20,5.36854E-08,7.27981E+15,8.6609826,1.12209E-09
-0.07058,300,0.91192794,61.822484,1.04897E-05,1.99932E+20,6.38916E-08,1.53484E+15,1.7480037,9.22957E-10
-0.07058,600,0.92987194,66.26756,2.20005E-05,2.0741E+20,6.09919E-08,3.34874E+15,4.139372,9.89318E-10
-0.07058,900,0.96225728,70.886202,3.05234E-05,2.14779E+20,5.79571E-08,5.23918E+15,6.5446541,1.05827E-09
-0.07058,1200,1.00478064,74.108629,3.76296E-05,2.2059E+20,5.54956E-08,7.22382E+15,8.6034879,1.10638E-09
-0.07008,300,0.89657271,61.032239,1.01693E-05,1.97705E+20,6.60698E-08,1.51502E+15,1.7183037,9.11159E-10
-0.07008,600,0.91343222,65.259866,2.17558E-05,2.04913E+20,6.32026E-08,3.31007E+15,4.0736361,9.74274E-10
-0.07008,900,0.9446713,69.80817,3.04758E-05,2.12255E+20,6.00112E-08,5.19326E+15,6.478251,1.04218E-09
-0.07008,1200,0.98638275,73.078116,3.7732E-05,2.18164E+20,5.73466E-08,7.16725E+15,8.5428749,1.09099E-09
-0.06958,300,0.88140573,60.315084,9.88977E-06,1.95618E+20,6.82655E-08,1.49565E+15,1.6899168,9.00453E-10
-0.06958,600,0.89723728,64.308815,2.15034E-05,2.02511E+20,6.54515E-08,3.27136E+15,4.0082254,9.60076E-10
-0.06958,900,0.92734999,68.768697,3.04088E-05,2.09792E+20,6.21074E-08,5.14659E+15,6.4094928,1.02666E-09
-0.06958,1200,0.96823975,72.069498,3.78197E-05,2.15775E+20,5.92383E-08,7.11008E+15,8.4792049,1.07594E-09
-0.06908,300,0.86640977,59.662758,9.65774E-06,1.93657E+20,7.0485E-08,1.47681E+15,1.662938,8.90714E-10
-0.06908,600,0.88127331,63.411796,2.12461E-05,2.002E+20,6.77385E-08,3.23272E+15,3.9433068,9.46684E-10
-0.06908,900,0.9102838,67.767065,3.03239E-05,2.07391E+20,6.42454E-08,5.09924E+15,6.3385817,1.0117E-09
-0.06908,1200,0.95034616,71.08294,3.78932E-05,2.13425E+20,6.11706E-08,7.05233E+15,8.4125535,1.06121E-09
-0.06858,300,0.85156961,59.067369,9.47623E-06,1.91807E+20,7.27361E-08,1.45858E+15,1.6374257,8.81825E-10
-0.06858,600,0.86552712,62.566027,2.09861E-05,1.97978E+20,7.00638E-08,3.19422E+15,3.8790423,9.34057E-10
-0.06858,900,0.89346337,66.80242,3.02225E-05,2.05051E+20,6.64246E-08,5.05127E+15,6.2657209,9.97303E-10
-0.06858,1200,0.93269644,70.1185,3.79531E-05,2.11113E+20,6.31435E-08,6.994E+15,8.343009,1.04681E-09
-0.06808,300,0.83687195,58.521645,9.34448E-06,1.90052E+20,7.50272E-08,1.44103E+15,1.6133972,8.73678E-10
-0.06808,600,0.84998626,61.768606,2.07253E-05,1.9584E+20,7.24273E-08,3.15594E+15,3.815587,9.22152E-10
-0.06808,900,0.87687958,65.873788,3.01061E-05,2.0277E+20,6.86446E-08,5.00275E+15,6.1911128,9.83439E-10
-0.06808,1200,0.91528507,69.176137,3.8E-05,2.08841E+20,6.51567E-08,6.93511E+15,8.2706708,1.03274E-09
-0.06758,300,0.8223052,58.019062,9.2584E-06,1.88378E+20,7.73669E-08,1.42421E+15,1.5908291,8.66175E-10
-0.06758,600,0.83463903,61.016547,2.04653E-05,1.93782E+20,7.48295E-08,3.11797E+15,3.7530865,9.10925E-10
-0.06758,900,0.86052357,64.980092,2.99763E-05,2.00548E+20,7.09048E-08,4.95374E+15,6.1149577,9.70097E-10
-0.06758,1200,0.89810654,68.255715,3.80347E-05,2.06608E+20,6.72102E-08,6.87566E+15,8.1956482,1.019E-09
-0.06708,300,0.8078593,57.55386,9.21131E-06,1.86773E+20,7.97638E-08,1.40814E+15,1.5696635,8.5923E-10
-0.06708,600,0.81947446,60.306829,2.02071E-05,1.918E+20,7.72702E-08,3.08036E+15,3.6916751,9.00329E-10
-0.06708,900,0.84438672,64.120166,2.98345E-05,1.98384E+20,7.32047E-08,4.90432E+15,6.037452,9.57259E-10
-0.06708,1200,0.8811554,67.357015,3.8058E-05,2.04414E+20,6.93037E-08,6.8157E+15,8.1180587,1.00558E-09
-0.06658,300,0.79352558,57.120966,9.19454E-06,1.85225E+20,8.22252E-08,1.39283E+15,1.5498167,8.52767E-10
-0.06658,600,0.80448234,59.636427,1.99514E-05,1.8989E+20,7.97498E-08,3.04319E+15,3.6314742,8.90321E-10
-0.06658,900,0.82846077,63.292767,2.96822E-05,1.96275E+20,7.55435E-08,4.85456E+15,5.9587868,9.44907E-10
-0.06658,1200,0.86442625,66.479737,3.80705E-05,2.02258E+20,7.1437E-08,6.75524E+15,8.0380268,9.92486E-10
-0.06608,300,0.77929651,56.715852,9.19826E-06,1.83726E+20,8.47575E-08,1.37826E+15,1.5311914,8.46719E-10
-0.06608,600,0.78965322,59.002354,1.96985E-05,1.88046E+20,8.2268E-08,3.00652E+15,3.5725905,8.80855E-10
-0.06608,900,0.81273774,62.496596,2.95208E-05,1.9422E+20,7.79207E-08,4.80454E+15,5.8791464,9.33021E-10
-0.06608,1200,0.84791378,65.623508,3.80733E-05,2.00141E+20,7.36097E-08,6.69433E+15,7.9556828,9.79703E-10
-0.06558,300,0.76516568,56.334366,9.21196E-06,1.8227E+20,8.73654E-08,1.36439E+15,1.5136878,8.41024E-10
-0.06558,600,0.77497838,58.401685,1.94486E-05,1.86265E+20,8.48245E-08,2.97039E+15,3.5151154,8.71887E-10
-0.06558,900,0.79720998,61.730305,2.93517E-05,1.92218E+20,8.03355E-08,4.75432E+15,5.7987074,9.21581E-10
-0.06558,1200,0.83161278,64.787887,3.80672E-05,1.98061E+20,7.58216E-08,6.633E+15,7.8711617,9.67228E-10
-0.06508,300,0.75112768,55.972592,9.22504E-06,1.80849E+20,9.00514E-08,1.35118E+15,1.4972143,8.35623E-10
-0.06508,600,0.76044983,57.831585,1.92015E-05,1.84542E+20,8.74188E-08,2.93485E+15,3.4591242,8.63376E-10
-0.06508,900,0.78187021,60.992514,2.91764E-05,1.90267E+20,8.2787E-08,4.70397E+15,5.7176374,9.10566E-10
-0.06508,1200,0.81551816,63.972377,3.80531E-05,1.96019E+20,7.80724E-08,6.57128E+15,7.7846015,9.55053E-10
-0.06458,300,0.73717806,55.626778,9.22719E-06,1.79461E+20,9.28158E-08,1.33857E+15,1.4816924,8.3046E-10
-0.06458,600,0.74606027,57.289331,1.89569E-05,1.82874E+20,9.00501E-08,2.89994E+15,3.4046758,8.55281E-10
-0.06458,900,0.76671147,60.281821,2.89962E-05,1.88364E+20,8.52746E-08,4.65356E+15,5.6360939,8.99956E-10
-0.06458,1200,0.79962496,63.176422,3.8032E-05,1.94014E+20,8.03616E-08,6.50922E+15,7.6961431,9.4317E-10
-0.06408,300,0.72331326,55.293355,9.20884E-06,1.78101E+20,9.56561E-08,1.32652E+15,1.4670561,8.25482E-10
-0.06408,600,0.73180306,56.772335,1.87146E-05,1.81257E+20,9.2717E-08,2.86567E+15,3.3518126,8.47562E-10
-0.06408,900,0.75172716,59.596812,2.88124E-05,1.86508E+20,8.77972E-08,4.60316E+15,5.5542237,8.89729E-10
-0.06408,1200,0.78392837,62.399422,3.80048E-05,1.92044E+20,8.2689E-08,6.44686E+15,7.6059283,9.3157E-10
-0.06358,300,0.70953062,54.969042,9.16172E-06,1.76769E+20,9.85668E-08,1.31496E+15,1.453246,8.20641E-10
-0.06358,600,0.7176722,56.278152,1.84743E-05,1.79686E+20,9.5418E-08,2.83206E+15,3.3005604,8.40185E-10
-0.06358,900,0.73691104,58.936074,2.86263E-05,1.84697E+20,9.0354E-08,4.55283E+15,5.4721621,8.79865E-10
-0.06358,1200,0.76842372,61.640729,3.79724E-05,1.9011E+20,8.50541E-08,6.38425E+15,7.5140999,9.20243E-10
-0.06308,300,0.69582822,54.650965,9.07944E-06,1.75462E+20,1.01539E-07,1.30383E+15,1.440203,8.15892E-10
-0.06308,600,0.70366227,55.804496,1.82361E-05,1.78159E+20,9.81512E-08,2.79912E+15,3.2509289,8.33113E-10
-0.06308,900,0.72225722,58.298199,2.84393E-05,1.82929E+20,9.29441E-08,4.50263E+15,5.3900327,8.70342E-10
-0.06308,1200,0.75310653,60.899663,3.7936E-05,1.8821E+20,8.74566E-08,6.32144E+15,7.4208004,9.0918E-10
-0.06258,300,0.68220482,54.336727,8.95819E-06,1.74181E+20,1.04561E-07,1.29306E+15,1.4278635,8.11201E-10
-0.06258,600,0.68976842,55.349248,1.8E-05,1.76672E+20,1.00914E-07,2.76687E+15,3.2029117,8.26317E-10
-0.06258,900,0.70776015,57.681798,2.82525E-05,1.81201E+20,9.55665E-08,4.45262E+15,5.3079467,8.6114E-10
-0.06258,1200,0.73797248,60.175507,3.78966E-05,1.86344E+20,8.98961E-08,6.25846E+15,7.3261714,8.98369E-10
-0.06208,300,0.6686597,54.024383,8.79725E-06,1.72926E+20,1.07618E-07,1.2826E+15,1.4161614,8.06538E-10
-0.06208,600,0.67598628,54.910463,1.77665E-05,1.75222E+20,1.03705E-07,2.73529E+15,3.1564871,8.19766E-10
-0.06208,900,0.69341464,57.085499,2.80673E-05,1.79512E+20,9.82201E-08,4.40285E+15,5.2260032,8.52238E-10
-0.06208,1200,0.72301743,59.467517,3.7855E-05,1.8451E+20,9.23722E-08,6.19537E+15,7.2303531,8.87799E-10
-0.06158,300,0.6551926,53.712322,8.59936E-06,1.71695E+20,1.10694E-07,1.27238E+15,1.4050354,8.01879E-10
-0.06158,600,0.66231196,54.486371,1.75363E-05,1.73805E+20,1.0652E-07,2.70438E+15,3.1116181,8.13435E-10
-0.06158,900,0.67921584,56.507958,2.78849E-05,1.7786E+20,1.00904E-07,4.35336E+15,5.1442889,8.43615E-10
-0.06158,1200,0.70823744,58.774925,3.78123E-05,1.82707E+20,9.48846E-08,6.13222E+15,7.1334839,8.77459E-10
-0.06108,300,0.64180364,53.399131,8.37049E-06,1.7049E+20,1.13773E-07,1.26235E+15,1.3944377,7.97203E-10
-0.06108,600,0.648742,54.075382,1.73102E-05,1.7242E+20,1.09357E-07,2.67414E+15,3.0682534,8.07299E-10
-0.06108,900,0.66515921,55.94786,2.77065E-05,1.76242E+20,1.03618E-07,4.30421E+15,5.0628787,8.35254E-10
-0.06108,1200,0.69362875,58.096943,3.77696E-05,1.80935E+20,9.74328E-08,6.06904E+15,7.0357001,8.67338E-10
-0.06058,300,0.62849324,53.083511,8.1194E-06,1.6931E+20,1.16838E-07,1.25246E+15,1.3843385,7.92491E-10
-0.06058,600,0.6352733,53.676077,1.70897E-05,1.71063E+20,1.12213E-07,2.64454E+15,3.0263277,8.01338E-10
-0.06058,900,0.65124056,55.403924,2.75332E-05,1.74657E+20,1.06359E-07,4.25543E+15,4.9818356,8.27133E-10
-0.06058,1200,0.67918782,57.432766,3.77277E-05,1.79193E+20,1.00017E-07,6.00588E+15,6.9371352,8.57422E-10
-0.06008,300,0.61526218,52.764319,7.85666E-06,1.68153E+20,1.19876E-07,1.24269E+15,1.3747243,7.87726E-10
-0.06008,600,0.62190309,53.287214,1.6876E-05,1.69731E+20,1.15085E-07,2.61559E+15,2.9857625,7.95532E-10
-0.06008,900,0.63745601,54.8749,2.73663E-05,1.73102E+20,1.09129E-07,4.20707E+15,4.9012119,8.19235E-10
-0.06008,1200,0.66491129,56.781573,3.76878E-05,1.77478E+20,1.02636E-07,5.94279E+15,6.8379203,8.477E-10
-0.05958,300,0.60211145,52.440701,7.59358E-06,1.67016E+20,1.22877E-07,1.23301E+15,1.3655891,7.82895E-10
-0.05958,600,0.60862891,52.907711,1.6671E-05,1.68423E+20,1.17971E-07,2.58725E+15,2.946467,7.89867E-10
-0.05958,900,0.62380197,54.359572,2.72069E-05,1.71577E+20,1.11925E-07,4.15916E+15,4.8210494,8.11542E-10
-0.05958,1200,0.65079602,56.142536,3.76507E-05,1.75791E+20,1.0529E-07,5.87982E+15,6.7381836,8.3816E-10
-0.05908,300,0.58904223,52.112283,7.34117E-06,1.65898E+20,1.25835E-07,1.22341E+15,1.3569224,7.77992E-10
-0.05908,600,0.59544853,52.536643,1.64763E-05,1.67135E+20,1.20868E-07,2.55953E+15,2.9083387,7.84327E-10
-0.05908,900,0.61027518,53.856758,2.70561E-05,1.70078E+20,1.14747E-07,4.11172E+15,4.7413802,8.04035E-10
-0.05908,1200,0.63683908,55.514814,3.76174E-05,1.74131E+20,1.07979E-07,5.81699E+15,6.6380504,8.28789E-10
-0.05858,300,0.57605569,51.779307,7.1092E-06,1.64794E+20,1.28746E-07,1.2139E+15,1.3487,7.73021E-10
-0.05858,600,0.58235995,52.173224,1.62938E-05,1.65865E+20,1.23775E-07,2.5324E+15,2.871265,7.78902E-10
-0.05858,900,0.59687265,53.365304,2.6915E-05,1.68604E+20,1.17595E-07,4.06479E+15,4.6622284,7.96698E-10
-0.05858,1200,0.62303774,54.897563,3.75888E-05,1.72495E+20,1.10702E-07,5.75436E+15,6.5376432,8.19574E-10
-0.05808,300,0.56315288,51.442668,6.90558E-06,1.63702E+20,1.31612E-07,1.20446E+15,1.3408804,7.67995E-10
-0.05808,600,0.56936134,51.816797,1.61252E-05,1.64612E+20,1.2669E-07,2.50585E+15,2.8351236,7.7358E-10
-0.05808,900,0.58359167,52.884088,2.67846E-05,1.67153E+20,1.20467E-07,4.01839E+15,4.5836103,7.89514E-10
-0.05808,1200,0.60938949,54.289933,3.75658E-05,1.70883E+20,1.1346E-07,5.69196E+15,6.4370819,8.10502E-10
-0.05758,300,0.55033454,51.10383,6.73598E-06,1.62617E+20,1.34439E-07,1.1951E+15,1.3334071,7.62936E-10
-0.05758,600,0.55645102,51.466814,1.59723E-05,1.63373E+20,1.29613E-07,2.47986E+15,2.7997848,7.68355E-10
-0.05758,900,0.57042984,52.412008,2.6666E-05,1.65725E+20,1.23365E-07,3.97254E+15,4.5055363,7.82466E-10
-0.05758,1200,0.59589204,53.691072,3.75493E-05,1.69294E+20,1.16253E-07,5.62982E+15,6.336484,8.01562E-10
-0.05708,300,0.537601,50.764669,6.60375E-06,1.61537E+20,1.37232E-07,1.18584E+15,1.3262152,7.57873E-10
-0.05708,600,0.54362744,51.122814,1.58365E-05,1.62146E+20,1.32542E-07,2.45442E+15,2.7651122,7.6322E-10
-0.05708,900,0.557385,51.947984,2.656E-05,1.64316E+20,1.26286E-07,3.92725E+15,4.4280119,7.75539E-10
-0.05708,1200,0.5825433,53.100125,3.75402E-05,1.67728E+20,1.1908E-07,5.56798E+15,6.2359643,7.92739E-10
-0.05658,300,0.52495206,50.427297,6.51002E-06,1.60456E+20,1.4E-07,1.17666E+15,1.3192377,7.52836E-10
-0.05658,600,0.53088915,50.784404,1.57191E-05,1.60928E+20,1.35478E-07,2.42951E+15,2.7309649,7.58168E-10
-0.05658,900,0.54445527,51.49095,2.64675E-05,1.62925E+20,1.29232E-07,3.88255E+15,4.351039,7.68716E-10
-0.05658,1200,0.56934139,52.516239,3.75392E-05,1.66181E+20,1.21942E-07,5.50647E+15,6.1356358,7.84022E-10
-0.05608,300,0.51238701,50.093929,6.45397E-06,1.59371E+20,1.42754E-07,1.16759E+15,1.3124088,7.47859E-10
-0.05608,600,0.5182348,50.451233,1.56213E-05,1.5972E+20,1.38422E-07,2.40512E+15,2.697199,7.53194E-10
-0.05608,900,0.53163903,51.039852,2.63893E-05,1.61552E+20,1.32202E-07,3.83843E+15,4.2746178,7.61981E-10
-0.05608,1200,0.55628466,51.938562,3.75471E-05,1.64655E+20,1.24838E-07,5.44533E+15,6.0356093,7.75398E-10
-0.05558,300,0.49990458,49.766768,6.4332E-06,1.5828E+20,1.45502E-07,1.15862E+15,1.3056652,7.42975E-10
-0.05558,600,0.50566312,50.122973,1.55437E-05,1.58518E+20,1.41375E-07,2.38123E+15,2.6636694,7.48293E-10
-0.05558,900,0.51893493,50.593638,2.63262E-05,1.60195E+20,1.35197E-07,3.79492E+15,4.1987476,7.5532E-10
-0.05558,1200,0.54337166,51.366245,3.75646E-05,1.63148E+20,1.2777E-07,5.38457E+15,5.9359941,7.66854E-10
-0.05508,300,0.48750294,49.447901,6.4442E-06,1.5718E+20,1.48255E-07,1.14976E+15,1.2989475,7.38215E-10
-0.05508,600,0.49317293,49.799287,1.5487E-05,1.57321E+20,1.44337E-07,2.35782E+15,2.6302314,7.43461E-10
-0.05508,900,0.50634189,50.151256,2.62788E-05,1.58851E+20,1.38218E-07,3.752E+15,4.123429,7.48715E-10
-0.05508,1200,0.53060116,50.798443,3.75925E-05,1.61658E+20,1.30738E-07,5.32423E+15,5.8368983,7.58377E-10
-0.05458,300,0.47517978,49.139148,6.48283E-06,1.56069E+20,1.51021E-07,1.14101E+15,1.292205,7.33605E-10
-0.05458,600,0.48076313,49.479813,1.54514E-05,1.56129E+20,1.47312E-07,2.33486E+15,2.5967426,7.38691E-10
-0.05458,900,0.49385907,49.711647,2.62477E-05,1.57521E+20,1.41264E-07,3.70969E+15,4.0486651,7.42152E-10
-0.05458,1200,0.51797214,50.234315,3.76314E-05,1.60185E+20,1.33741E-07,5.26432E+15,5.7384282,7.49955E-10
-0.05408,300,0.4629324,48.841897,6.54464E-06,1.54947E+20,1.53806E-07,1.13235E+15,1.2854017,7.29168E-10
-0.05408,600,0.46843271,49.164136,1.5437E-05,1.54939E+20,1.50301E-07,2.31235E+15,2.5630642,7.33978E-10
-0.05408,900,0.48148592,49.273738,2.62333E-05,1.56202E+20,1.44337E-07,3.66799E+15,3.9744628,7.35615E-10
-0.05408,1200,0.50548377,49.67303,3.7682E-05,1.58729E+20,1.36781E-07,5.20487E+15,5.6406896,7.41576E-10
-0.05358,300,0.45075781,48.556955,6.6252E-06,1.53811E+20,1.56618E-07,1.12378E+15,1.2785228,7.24914E-10
-0.05358,600,0.45618078,48.851771,1.54435E-05,1.53752E+20,1.53306E-07,2.29026E+15,2.5290628,7.29315E-10
-0.05358,900,0.46922215,48.836442,2.62362E-05,1.54895E+20,1.47439E-07,3.62689E+15,3.9008344,7.29086E-10
-0.05358,1200,0.49313545,49.113763,3.77447E-05,1.57287E+20,1.39859E-07,5.1459E+15,5.5437872,7.33226E-10
-0.05308,300,0.43865288,48.28448,6.72025E-06,1.52663E+20,1.59462E-07,1.11529E+15,1.2715782,7.20846E-10
-0.05308,600,0.44400659,48.542138,1.54705E-05,1.52565E+20,1.56331E-07,2.26856E+15,2.4946117,7.24693E-10
-0.05308,900,0.45706774,48.398648,2.62566E-05,1.53597E+20,1.50569E-07,3.58638E+15,3.8277993,7.2255E-10
-0.05308,1200,0.48092679,48.555701,3.78202E-05,1.55859E+20,1.42975E-07,5.08742E+15,5.4478248,7.24895E-10
-0.05258,300,0.42661457,48.023992,6.82584E-06,1.51503E+20,1.62342E-07,1.10686E+15,1.2646013,7.16957E-10
-0.05258,600,0.43190954,48.234543,1.55177E-05,1.51379E+20,1.59378E-07,2.24724E+15,2.4595923,7.201E-10
-0.05258,900,0.44502297,47.959221,2.62948E-05,1.52307E+20,1.5373E-07,3.54646E+15,3.7553845,7.1599E-10
-0.05258,1200,0.46885757,47.998041,3.79089E-05,1.54445E+20,1.4613E-07,5.02945E+15,5.3529053,7.1657E-10
-0.05208,300,0.41463997,47.774502,6.9384E-06,1.50331E+20,1.6526E-07,1.09847E+15,1.257643,7.13232E-10
-0.05208,600,0.41988922,47.928162,1.55844E-05,1.50193E+20,1.62451E-07,2.22626E+15,2.4238959,7.15526E-10
-0.05208,900,0.43308837,47.516996,2.6351E-05,1.51026E+20,1.56924E-07,3.50713E+15,3.6836267,7.09388E-10
-0.05208,1200,0.4569278,47.439997,3.80113E-05,1.53043E+20,1.49326E-07,4.97199E+15,5.2591311,7.08239E-10
-0.05158,300,0.40272651,47.534729,7.05491E-06,1.49151E+20,1.68219E-07,1.09011E+15,1.2507611,7.09653E-10
-0.05158,600,0.40794544,47.622013,1.56698E-05,1.49006E+20,1.65552E-07,2.2056E+15,2.3874254,7.10956E-10
-0.05158,900,0.4212648,47.070782,2.64254E-05,1.49752E+20,1.60152E-07,3.46836E+15,3.6125722,7.02726E-10
-0.05158,1200,0.44513767,46.880799,3.81278E-05,1.51653E+20,1.52563E-07,4.91507E+15,5.166603,6.9989E-10
-0.05108,300,0.3908719,47.303441,7.17293E-06,1.47962E+20,1.71221E-07,1.08176E+15,1.244002,7.062E-10
-0.05108,600,0.39607829,47.31494,1.57734E-05,1.47818E+20,1.68684E-07,2.18524E+15,2.3500979,7.06372E-10
-0.05108,900,0.40955341,46.619355,2.6518E-05,1.48484E+20,1.63415E-07,3.43015E+15,3.5422786,6.95987E-10
-0.05108,1200,0.43348756,46.319698,3.82588E-05,1.50274E+20,1.55843E-07,4.85868E+15,5.0754208,6.91513E-10
-0.05058,300,0.37907414,47.079886,7.29083E-06,1.46768E+20,1.74266E-07,1.0734E+15,1.2373763,7.02862E-10
-0.05058,600,0.38428816,47.005584,1.58944E-05,1.46629E+20,1.71852E-07,2.16515E+15,2.3118475,7.01753E-10
-0.05058,900,0.39795566,46.161464,2.66288E-05,1.47221E+20,1.66718E-07,3.39248E+15,3.4728148,6.89151E-10
-0.05058,1200,0.42197804,45.75597,3.84047E-05,1.48906E+20,1.59167E-07,4.80284E+15,4.9856826,6.83097E-10
-0.05008,300,0.3673313,46.86423,7.40778E-06,1.4557E+20,1.77355E-07,1.06499E+15,1.2308303,6.99643E-10
-0.05008,600,0.37257582,46.692355,1.60322E-05,1.45439E+20,1.75058E-07,2.14531E+15,2.2726287,6.97077E-10
-0.05008,900,0.38647332,45.695833,2.67579E-05,1.45964E+20,1.70061E-07,3.35534E+15,3.4042614,6.822E-10
-0.05008,1200,0.41060985,45.188915,3.85656E-05,1.47547E+20,1.62536E-07,4.74755E+15,4.8974843,6.74632E-10
-0.04958,300,0.35564126,46.65788,7.52389E-06,1.4437E+20,1.80487E-07,1.05653E+15,1.2242231,6.96562E-10
-0.04958,600,0.36094246,46.373406,1.6186E-05,1.44247E+20,1.78305E-07,2.12568E+15,2.2324215,6.92315E-10
-0.04958,900,0.3751085,45.221168,2.69051E-05,1.44711E+20,1.73447E-07,3.31872E+15,3.3367105,6.75113E-10
-0.04958,1200,0.39938391,44.617866,3.8742E-05,1.46197E+20,1.65954E-07,4.69281E+15,4.8109189,6.66107E-10
-0.04908,300,0.34400137,46.463538,7.64004E-06,1.43171E+20,1.83663E-07,1.048E+15,1.2173139,6.93661E-10
-0.04908,600,0.34938977,46.046593,1.63553E-05,1.43054E+20,1.81598E-07,2.10626E+15,2.1912358,6.87436E-10
-0.04908,900,0.3638636,44.73616,2.70703E-05,1.43462E+20,1.76879E-07,3.28259E+15,3.2702651,6.67873E-10
-0.04908,1200,0.3883013,44.042193,3.8934E-05,1.44855E+20,1.6942E-07,4.63862E+15,4.7260765,6.57512E-10
-0.04858,300,0.33240818,46.284947,7.75772E-06,1.41972E+20,1.86887E-07,1.0394E+15,1.2097662,6.90995E-10
-0.04858,600,0.33792002,45.709448,1.65395E-05,1.41858E+20,1.84941E-07,2.08702E+15,2.1491173,6.82403E-10
-0.04858,900,0.35274139,44.239502,2.72533E-05,1.42216E+20,1.80359E-07,3.24694E+15,3.2050385,6.60458E-10
-0.04858,1200,0.37736325,43.461302,3.91418E-05,1.43521E+20,1.72938E-07,4.58499E+15,4.6430425,6.4884E-10
-0.04808,300,0.32085723,46.126317,7.87871E-06,1.40774E+20,1.90159E-07,1.03072E+15,1.2011652,6.88626E-10
-0.04808,600,0.32653614,45.35915,1.67381E-05,1.40662E+20,1.88336E-07,2.06795E+15,2.1061534,6.77173E-10
-0.04808,900,0.34174493,43.729896,2.7454E-05,1.40973E+20,1.83891E-07,3.21175E+15,3.1411527,6.5285E-10
-0.04808,1200,0.36657113,42.874649,3.93657E-05,1.42195E+20,1.76509E-07,4.53191E+15,4.5618976,6.40082E-10
-0.04758,300,0.30934303,45.991557,8.00479E-06,1.39577E+20,1.93485E-07,1.02198E+15,1.1910466,6.86615E-10
-0.04758,600,0.31524181,44.9925,1.69506E-05,1.39463E+20,1.91789E-07,2.04901E+15,2.0624792,6.71699E-10
-0.04758,900,0.33087762,43.206071,2.76722E-05,1.39733E+20,1.87478E-07,3.17701E+15,3.0787363,6.4503E-10
-0.04758,1200,0.35592645,42.281736,3.96057E-05,1.40875E+20,1.80136E-07,4.47938E+15,4.4827166,6.3123E-10
-0.04708,300,0.29785922,45.883453,8.13749E-06,1.38381E+20,1.96869E-07,1.01318E+15,1.1789256,6.85001E-10
-0.04708,600,0.30404155,44.605913,1.71766E-05,1.38263E+20,1.95303E-07,2.03021E+15,2.0182816,6.65928E-10
-0.04708,900,0.32014318,42.666804,2.79076E-05,1.38495E+20,1.91123E-07,3.14269E+15,3.0179223,6.36979E-10
-0.04708,1200,0.34543082,41.682121,3.9862E-05,1.39562E+20,1.8382E-07,4.4274E+15,4.4055674,6.22278E-10
-0.04658,300,0.286399,45.802923,8.27805E-06,1.37185E+20,2.00317E-07,1.00434E+15,1.1643205,6.83798E-10
-0.04658,600,0.29294084,44.195427,1.74156E-05,1.37061E+20,1.98883E-07,2.01152E+15,1.9738033,6.598E-10
-0.04658,900,0.30954561,42.110933,2.816E-05,1.37258E+20,1.94829E-07,3.10878E+15,2.9588453,6.2868E-10
-0.04658,1200,0.33508598,41.075421,4.01347E-05,1.38255E+20,1.87565E-07,4.37596E+15,4.3305099,6.13221E-10
-0.04608,300,0.27495558,45.748465,8.42741E-06,1.35987E+20,2.03835E-07,9.9546E+14,1.1467666,6.82985E-10
-0.04608,600,0.28194619,43.756739,1.76673E-05,1.35857E+20,2.02533E-07,1.99294E+15,1.9293432,6.53251E-10
-0.04608,900,0.29908919,41.537391,2.84292E-05,1.36024E+20,1.986E-07,3.07526E+15,2.9016377,6.20118E-10
-0.04608,1200,0.32489373,40.461319,4.04238E-05,1.36953E+20,1.91372E-07,4.32506E+15,4.2575952,6.04053E-10
-0.04558,300,0.26352294,45.71576,8.58642E-06,1.34789E+20,2.07429E-07,9.86544E+14,1.1258205,6.82497E-10
-0.04558,600,0.27106521,43.285266,1.79312E-05,1.34651E+20,2.06258E-07,1.97445E+15,1.8852546,6.46212E-10
-0.04558,900,0.28877846,40.94522,2.87148E-05,1.3479E+20,2.02439E-07,3.04211E+15,2.846426,6.11277E-10
-0.04558,1200,0.31485596,39.839566,4.07295E-05,1.35656E+20,1.95245E-07,4.27469E+15,4.1868645,5.94771E-10
-0.04508,300,0.25209651,45.697222,8.75588E-06,1.3359E+20,2.11104E-07,9.77593E+14,1.1010727,6.8222E-10
-0.04508,600,0.26030668,42.776252,1.82069E-05,1.33443E+20,2.10062E-07,1.95604E+15,1.8419382,6.38613E-10
-0.04508,900,0.2786182,40.333607,2.90166E-05,1.33558E+20,2.06351E-07,3.00931E+15,2.7933268,6.02146E-10
-0.04508,1200,0.3049746,39.209987,4.10517E-05,1.34363E+20,1.99187E-07,4.22485E+15,4.1183482,5.85372E-10
-0.04458,300,0.24067411,45.681125,8.93666E-06,1.32388E+20,2.14869E-07,9.6861E+14,1.0721909,6.8198E-10
-0.04458,600,0.24968061,42.224906,1.84938E-05,1.32234E+20,2.13951E-07,1.93771E+15,1.7998317,6.30382E-10
-0.04458,900,0.26861333,39.701903,2.93343E-05,1.32326E+20,2.10338E-07,2.97685E+15,2.7424421,5.92715E-10
-0.04458,1200,0.29525162,38.572483,4.13906E-05,1.33075E+20,2.03199E-07,4.17552E+15,4.0520649,5.75854E-10
-0.04408,300,0.22925718,45.649905,9.12948E-06,1.31184E+20,2.18732E-07,9.59604E+14,1.0390274,6.81514E-10
