-2.32771448,3.21195e-06,1.07073e-05,1.77367e-05,2.2383e-05,9.662220000000001e+20,1.00032e+21,1.03073e+21,1.05072e+21,7422680000000000,1.59586e+16,2.44564e+16,3.19544e+16,0.0004028793340468869,0.004311767702584918,0.01193274988973016,0.01976852048567008,9968147917.477154,114682960097.4528,324257893781.3297,526409342506.08
-2.32091148,2.61498e-06,1.02331e-05,1.74899e-05,2.23872e-05,9.6372e+20,9.957180000000001e+20,1.02486e+21,1.04465e+21,7384780000000000,1.58319e+16,2.43144e+16,3.18313e+16,0.0002677141387667671,0.003951563877775301,0.0116042786325129,0.01973773151807646,6590033392.273487,104267940260.918,313501191535.9686,523564711059.4561
-2.31410848,2.05185e-06,9.79313e-06,1.72503e-05,2.23873e-05,9.62051e+20,9.915100000000001e+20,1.01923e+21,1.03872e+21,7346240000000000,1.57045e+16,2.41678e+16,3.17017e+16,0.0001654037892971594,0.003633015698367156,0.01129460101446998,0.01970609744981306,4050319776.954548,95091158391.67833,303295175997.2307,520597324603.9489
-2.30730548,1.54291e-06,9.392099999999999e-06,1.70205e-05,2.23848e-05,9.611859999999999e+20,9.87668e+20,1.01384e+21,1.03291e+21,7306390000000000,1.5577e+16,2.40171e+16,3.15658e+16,9.395221613820092e-05,0.003355859960287598,0.01100616432840076,0.01967584372390092,2288171774.899966,87123717668.99986,293706832546.26,517569789849.9264
-2.30050248,1.11017e-06,9.03409e-06,1.6803e-05,2.23812e-05,9.61056e+20,9.84156e+20,1.00866e+21,1.02724e+21,7264970000000000,1.54498e+16,2.38628e+16,3.1424e+16,4.891196362444381e-05,0.003119328827042255,0.01074087250303175,0.01964981375445923,1184479827.908918,80321677520.06238,284785880405.9401,514563122850.1056
-2.29369948,7.75152e-07,8.722340000000001e-06,1.66e-05,2.23779e-05,9.61553e+20,9.80937e+20,1.0037e+21,1.02169e+21,7222140000000000,1.53235e+16,2.37054e+16,3.12767e+16,2.399950712922432e-05,0.002922135947999367,0.0105006291730998,0.01962990156512981,577759334.7275205,74628916998.61385,276579572000,511632118568.4129
-2.28689648,5.564e-07,8.45915e-06,1.64134e-05,2.23762e-05,9.62528e+20,9.77971e+20,9.98924e+20,1.01625e+21,7178520000000000,1.51985e+16,2.35455e+16,3.11241e+16,1.245299904159409e-05,0.002762675977942378,0.01028641748677863,0.01961813292893867,297980342.26688,69980884751.26205,269109825483.2735,508830609244.65
-2.28009348,4.67047e-07,8.245839999999999e-06,1.62448e-05,2.23775e-05,9.63801e+20,9.75219e+20,9.94329e+20,1.01094e+21,7135140000000000,1.50756e+16,2.33837e+16,3.09667e+16,8.839491895926404e-06,0.002639055999048393,0.01009922673329458,0.01961710115711555,210236707.3543344,66308921032.08992,262396986848.1562,506230738668.375
-2.27329048,5.12812e-07,8.082640000000001e-06,1.60956e-05,2.23827e-05,9.65173e+20,9.7264e+20,9.89899e+20,1.00574e+21,7093280000000000,1.49551e+16,2.32203e+16,3.08048e+16,1.073484243088319e-05,0.00254929753856468,0.009939851813185538,0.01962788583642774,253817477.0604505,63541666031.64775,256451490064.1246,503860914678.3245
-2.26648748,6.90674e-07,7.96879e-06,1.59668e-05,2.23932e-05,9.66439e+20,9.70196e+20,9.856179999999999e+20,1.00064e+21,7054380000000000,1.48377e+16,2.3056e+16,3.06389e+16,1.960573223328159e-05,0.002491316523121517,0.009808507826246786,0.01965252033330154,461020951.1727232,61609011958.53356,251272173824.3843,501776337699.9937
-2.25968448,9.884440000000001e-07,7.90253e-06,1.5859e-05,2.24097e-05,9.67407e+20,9.67848e+20,9.81471e+20,9.9564e+20,7019770000000000,1.47238e+16,2.28912e+16,3.04691e+16,4.039352335101098e-05,0.002463036252776468,0.009705167152689936,0.01969228176998339,945177478.0457544,60442088631.05026,246847691472.951,500005085398.1675
-2.25288148,1.38531e-06,7.881239999999999e-06,1.5773e-05,2.24332e-05,9.67917e+20,9.65564e+20,9.77443e+20,9.90735e+20,6990550000000000,1.46137e+16,2.27263e+16,3.02961e+16,7.971535132441897e-05,0.002462414918774772,0.009630167068001051,0.01974851674917946,1857513830.669724,59974988164.1648,243175628708.347,498585865237.3464
-2.24607848,1.85336e-06,7.901600000000001e-06,1.57088e-05,2.24644e-05,9.67853e+20,9.63311e+20,9.73521e+20,9.85919e+20,6967360000000000,1.45078e+16,2.25618e+16,3.012e+16,0.0001431469093459745,0.002487403788782152,0.009582969576982672,0.0198224422719643,3324520167.669229,60144594478.15617,240232270002.1863,497543301026.304
-2.23927548,2.36e-06,7.95973e-06,1.56664e-05,2.25042e-05,9.67153e+20,9.61063e+20,9.696899999999999e+20,9.81184e+20,6950290000000000,1.44062e+16,2.23981e+16,2.99413e+16,0.0002325077953063829,0.002536006375768583,0.009563187457563817,0.01991536216867347,5386655348.799999,60890358417.66228,237996921103.6223,496909861084.0858
-2.23247248,2.87114e-06,8.05142e-06,1.56456e-05,2.25529e-05,9.65815e+20,9.58797e+20,9.65936e+20,9.76524e+20,6938830000000000,1.4309e+16,2.22354e+16,2.97603e+16,0.0003442212621886042,0.002606235147508516,0.009570405972419696,0.02002772645826259,7961642735.707174,62154364542.83227,236446449954.601,496692623096.5269
-2.22566948,3.35478e-06,8.17231e-06,1.5646e-05,2.26112e-05,9.63895e+20,9.56496e+20,9.62249e+20,9.719340000000001e+20,6931870000000000,1.42161e+16,2.20742e+16,2.95774e+16,0.0004694925047164121,0.002696147225292874,0.009603989058326714,0.02016068337152939,10848203362.22852,63881164282.47671,235555972523.6839,496917163627.5611
-2.21886648,3.78459e-06,8.318099999999999e-06,1.5667e-05,2.26795e-05,9.61492e+20,9.54143e+20,9.586140000000001e+20,9.674060000000001e+20,6927850000000000,1.41274e+16,2.19145e+16,2.93928e+16,0.0005963567357812194,0.002803824015568394,0.009663320799811151,0.0203149620122549,13771566706.6064,66017905662.56822,235296492963.8461,497594679528.1714
-2.21206348,4.14282e-06,8.48467e-06,1.57079e-05,2.2758e-05,9.58737e+20,9.51728e+20,9.550220000000001e+20,9.62936e+20,6924950000000000,1.40426e+16,2.17568e+16,2.92069e+16,0.0007128468408399476,0.002927429756475455,0.009747587036063149,0.02049091689286726,16454762434.91532,68514541830.47038,235640335140.243,498730133831.9041
-2.20526048,4.42205e-06,8.66823e-06,1.57679e-05,2.2847e-05,9.55771e+20,9.49244e+20,9.51461e+20,9.58516e+20,6921350000000000,1.39616e+16,2.1601e+16,2.902e+16,0.0008100868644017263,0.003065171453636574,0.009856151215660016,0.02068909853727267,18689649063.08963,71324496278.48732,236558580454.9689,500331366293.0439
-2.19845748,4.62543e-06,8.86542e-06,1.5846e-05,2.29467e-05,9.52724e+20,9.46685e+20,9.47923e+20,9.54141e+20,6915430000000000,1.38839e+16,2.14475e+16,2.88324e+16,0.000884246595585611,0.003215465836068017,0.009987992258215702,0.02090997364239503,20383151448.36867,74405343535.64122,238019404397.868,502403936705.8254
-2.19165448,4.76524e-06,9.073310000000001e-06,1.59413e-05,2.30571e-05,9.49699e+20,9.440460000000001e+20,9.44399e+20,9.498060000000001e+20,6906000000000000,1.38093e+16,2.12962e+16,2.86442e+16,0.0009368071973731737,0.003376791460540018,0.01014246180643172,0.02115382092835187,21565301683.53046,77718543860.05879,239995439024.5903,504945231196.5805
-2.18485148,4.86032e-06,9.289419999999999e-06,1.60527e-05,2.31785e-05,9.46763e+20,9.41327e+20,9.40879e+20,9.45505e+20,6892440000000000,1.37374e+16,2.11473e+16,2.84557e+16,0.00097346258785207,0.003547843219579233,0.01031852302163842,0.02142133122594149,22365108263.38374,81230235741.07959,242454335439.4379,507965812471.6862
-2.17804848,4.93252e-06,9.511700000000001e-06,1.61794e-05,2.33106e-05,9.439379999999999e+20,9.38525e+20,9.37359e+20,9.41232e+20,6874660000000000,1.3668e+16,2.10008e+16,2.82672e+16,0.001002192642553558,0.003727420712563093,0.01051568209601704,0.02171211059583747,22965778906.85748,84910643832.18726,245375262846.7052,511450477195.5475
-2.17124548,5.00317e-06,9.73842e-06,1.63201e-05,2.34535e-05,9.41208e+20,9.3564e+20,9.338300000000001e+20,9.36983e+20,6853110000000000,1.36007e+16,2.08567e+16,2.80788e+16,0.001031358569395723,0.00391449525822446,0.01073273405093867,0.02202671530385879,23560045751.70507,88733126097.55568,248721571422.4583,515403111394.9918
-2.16444248,5.08976e-06,9.968159999999999e-06,1.6474e-05,2.36071e-05,9.38524e+20,9.32669e+20,9.30287e+20,9.32753e+20,6828600000000000,1.35352e+16,2.0715e+16,2.78907e+16,0.001068143427494165,0.004108129406608033,0.01096914171084773,0.02236525044199416,24313080696.62218,92673921907.20175,252473078378.012,519818742085.4387
-2.15763948,5.20376e-06,1.01997e-05,1.664e-05,2.37712e-05,9.35821e+20,9.29613e+20,9.26725e+20,9.28537e+20,6802150000000000,1.34715e+16,2.05757e+16,2.7703e+16,0.001117641072954006,0.004307370999759723,0.01122394198515725,0.02272771998598719,25341207414.64697,96711247372.10516,256600514560,524688355643.1693
-2.15083648,5.34951e-06,1.04318e-05,1.68171e-05,2.39456e-05,9.33025e+20,9.26471e+20,9.23139e+20,9.243299999999999e+20,6774810000000000,1.34092e+16,2.04387e+16,2.7516e+16,0.001182348277063606,0.004511268914899056,0.01149631229163418,0.02311396445395677,26700616436.4443,100820845222.774,261077420038.9149,530003204929.2288
-2.14403348,5.5245e-06,1.06637e-05,1.70046e-05,2.41303e-05,9.30073e+20,9.23243e+20,9.195260000000001e+20,9.20129e+20,6747460000000000,1.33482e+16,2.03039e+16,2.73297e+16,0.001262071410567158,0.004719113318236557,0.0117858225558249,0.02352450766092157,28385921199.81825,104986113990.8087,265886847323.5702,535764780850.5735
-2.13723048,5.72093e-06,1.08941e-05,1.72015e-05,2.4325e-05,9.269180000000001e+20,9.19928e+20,9.158819999999999e+20,9.15931e+20,6720690000000000,1.32884e+16,2.01713e+16,2.71442e+16,0.001354197397538511,0.004929638928539193,0.01209151681878417,0.0239592189040108,30337136358.87698,109178356563.3337,271001792451.9345,541961524811.875
-2.13042748,5.92798e-06,1.11223e-05,1.74071e-05,2.45294e-05,9.23536e+20,9.16527e+20,9.12205e+20,9.117299999999999e+20,6694780000000000,1.32295e+16,2.00407e+16,2.69597e+16,0.001454294070222043,0.005142121016198579,0.01241294752459189,0.02441778619795959,32453929518.1371,113379483306.3318,276404619395.6541,548580158800.9427
-2.12362448,6.13443e-06,1.13472e-05,1.76206e-05,2.47435e-05,9.19927e+20,9.13041e+20,9.084899999999999e+20,9.07524e+20,6669680000000000,1.31716e+16,1.9912e+16,2.67761e+16,0.001557105550686719,0.00535525821440591,0.01274938283326912,0.02490085767886537,34617985831.01398,117562198494.7814,282073012195.6163,555623212745.889
